ylre_katuosat_point.6124;POINT (25495223.493108 6672151.15361);140178;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Ruoholahdentori;Tori;5741;4724;30;2015-12-04 00:00:00;(60.16223525, 24.91397798)
ylre_katuosat_point.6156;POINT (25497250.963173 6672900.251745);143449;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;1;0;0;0;Aleksanterinkatu;Asuntokatu;742;635;106;2015-12-04 00:00:00;(60.16897741, 24.95048136)
ylre_katuosat_point.6204;POINT (25495170.612687 6672125.729732);140184;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Ruoholahdentori;Tori;5741;4724;36;2015-12-04 00:00:00;(60.16200644, 24.91302624)
ylre_katuosat_point.6240;POINT (25495220.417637 6672379.521161);141657;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;I;1;Pääkadut ja erittäin vilkkaat klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Porkkalankatu;Pääkatu;1057;906;70;2015-12-04 00:00:00;(60.16428491, 24.91391723)
ylre_katuosat_point.6243;POINT (25494889.97425 6672284.90098);142565;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Länsisatamankatu;Asuntokatu;1070;919;52;2015-12-04 00:00:00;(60.16343166, 24.90796816)
ylre_katuosat_point.6279;POINT (25497375.351401 6672791.877833);143582;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;A-luokka;I;1;Pääkadut ja erittäin vilkkaat klv:t;Rakennusvirasto Länsi;182;1;0;0;0;Pohjoisesplanadi;Kokoojakatu alueellinen;530;429;196;2015-12-04 00:00:00;(60.16800552, 24.95272337)
ylre_katuosat_point.6283;POINT (25497880.119039 6672733.66998);143742;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;B-luokka;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Satamakatu;Asuntokatu;668;562;31;2015-12-04 00:00:00;(60.16748601, 24.96181613)
ylre_katuosat_point.6295;POINT (25495186.987406 6672148.678051);140181;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Ruoholahdentori;Tori;5741;4724;33;2015-12-04 00:00:00;(60.16221260, 24.91332059)
ylre_katuosat_point.6335;POINT (25493414.070231 6671269.301512);138276;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;3;0;0;0;Melkonkatu;Asuntokatu;913;775;53;2015-12-04 00:00:00;(60.15429509, 24.88141994)
ylre_katuosat_point.6379;POINT (25497923.872278 6672928.669442);143932;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;H1;76;Hoitoluokittamaton, ei toimenpiteitä;Rakennusvirasto Länsi;182;2;0;0;0;Kanavaranta;Kevyt liikenne;11602;7551;21;2015-12-04 00:00:00;(60.16923644, 24.96260224)
ylre_katuosat_point.6394;POINT (25495190.025041 6672017.827817);140994;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;C-luokka;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Jaalaranta;Asuntokatu;508;409;27;2015-12-04 00:00:00;(60.16103820, 24.91337839)
ylre_katuosat_point.6425;POINT (25497351.91318 6672968.180589);143211;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;1;0;0;0;Senaatintori;Tori;783;672;105;2015-12-04 00:00:00;(60.16958777, 24.95229890)
ylre_katuosat_point.6457;POINT (25497940.385041 6672929.52389);143939;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;H1;76;Hoitoluokittamaton, ei toimenpiteitä;Rakennusvirasto Länsi;182;2;0;0;0;Kanavaranta;Kevyt liikenne;11602;7551;28;2015-12-04 00:00:00;(60.16924420, 24.96289968)
ylre_katuosat_point.6480;POINT (25495145.308489 6671745.320797);141169;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Laivapojanaukio;Tori;10421;3683;36;2015-12-04 00:00:00;(60.15859180, 24.91257960)
ylre_katuosat_point.6687;POINT (25497356.868944 6672954.004543);143215;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;1;0;0;0;Senaatintori;Tori;783;672;109;2015-12-04 00:00:00;(60.16946056, 24.95238835)
ylre_katuosat_point.6708;POINT (25497399.96587 6672793.536085);143591;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;A-luokka;I;1;Pääkadut ja erittäin vilkkaat klv:t;Rakennusvirasto Länsi;182;1;0;0;0;Pohjoisesplanadi;Kokoojakatu alueellinen;530;429;205;2015-12-04 00:00:00;(60.16802056, 24.95316672)
ylre_katuosat_point.6710;POINT (25497495.395425 6672798.37964);143593;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;A-luokka;I;1;Pääkadut ja erittäin vilkkaat klv:t;Rakennusvirasto Länsi;182;1;0;0;0;Pohjoisesplanadi;Kokoojakatu alueellinen;530;429;207;2015-12-04 00:00:00;(60.16806463, 24.95488559)
ylre_katuosat_point.6742;POINT (25493157.64751 6671772.804499);139412;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;B-luokka;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;3;0;0;0;Gyldenintie;Asuntokatu;107;58;31;2015-12-04 00:00:00;(60.15881004, 24.87678614)
ylre_katuosat_point.6758;POINT (25494859.484153 6672238.070935);141760;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Itämerenkatu;Asuntokatu;1065;914;327;2015-12-04 00:00:00;(60.16301096, 24.90742022)
ylre_katuosat_point.6759;POINT (25495485.391294 6672277.608044);141773;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Itämerenkatu;Asuntokatu;1065;914;340;2015-12-04 00:00:00;(60.16337321, 24.91869180)
ylre_katuosat_point.6780;POINT (25492074.869364 6672819.410782);136990;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;B-luokka;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;3;0;0;0;Katajaharjuntie;Asuntokatu;151;98;69;2015-12-04 00:00:00;(60.16818420, 24.85724731)
ylre_katuosat_point.6809;POINT (25495227.253343 6672015.908835);142292;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;C-luokka;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Jaalaranta;Asuntokatu;508;409;63;2015-12-04 00:00:00;(60.16102141, 24.91404887)
ylre_katuosat_point.6870;POINT (25492074.8984 6672812.832197);136989;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;B-luokka;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;3;0;0;0;Katajaharjuntie;Asuntokatu;151;98;68;2015-12-04 00:00:00;(60.16812516, 24.85724809)
ylre_katuosat_point.6876;POINT (25493952.297006 6672021.155423);137657;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;I;1;Pääkadut ja erittäin vilkkaat klv:t;Rakennusvirasto Länsi;182;3;0;0;0;Lauttasaarentie;Kokoojakatu alueellinen;892;10;53;2015-12-04 00:00:00;(60.16105163, 24.89108841)
